age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
56,Local-gov,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,17500,108,26,Guatemala,0
56,Local-gov,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,17500,108,26,Guatemala,1
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,17500,108,8,Guatemala,0
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,17500,108,8,Guatemala,1
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,17500,108,1,Guatemala,0
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,17500,108,1,Guatemala,1
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,17500,108,1,Portugal,0
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,17500,108,1,Portugal,1
56,Local-gov,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,17500,108,14,Guatemala,0
56,Local-gov,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,17500,108,14,Guatemala,1
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,17500,1197,1,United-States,0
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,17500,1197,1,United-States,1
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,17500,108,1,China,0
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,17500,108,1,China,1
90,Self-emp-not-inc,Some-college,1,Married-AF-spouse,Craft-repair,Wife,White,Female,17500,108,1,Cambodia,0
90,Self-emp-not-inc,Some-college,1,Married-AF-spouse,Craft-repair,Wife,White,Male,17500,108,1,Cambodia,1
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,17500,3375,1,United-States,0
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,17500,3375,1,United-States,1
90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,3375,89,Portugal,0
90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,3375,89,Portugal,1
80,Local-gov,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,91,Laos,0
80,Local-gov,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,91,Laos,1
90,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,3375,77,France,0
90,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,3375,77,France,1
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,3375,76,Portugal,0
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,3375,76,Portugal,1
92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2504,92,Taiwan,0
92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2504,92,Taiwan,1
90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,89,Portugal,0
90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,89,Portugal,1
82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,93,Columbia,0
82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,93,Columbia,1
90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,76,Portugal,0
90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,76,Portugal,1
82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,80,Columbia,0
82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,80,Columbia,1
79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,76,Portugal,0
79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,76,Portugal,1
90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,3375,89,United-States,0
90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,3375,89,United-States,1
81,State-gov,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,3593,92,Outlying-US(Guam-USVI-etc),0
81,State-gov,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,3593,92,Outlying-US(Guam-USVI-etc),1
91,Self-emp-not-inc,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,78,Canada,0
91,Self-emp-not-inc,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,78,Canada,1
90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,3375,76,United-States,0
90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,3375,76,United-States,1
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,3375,76,United-States,0
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,3375,76,United-States,1
92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2504,92,Outlying-US(Guam-USVI-etc),0
92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2504,92,Outlying-US(Guam-USVI-etc),1
90,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,2286,90,England,0
90,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,2286,90,England,1
82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,93,Japan,0
82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,93,Japan,1
79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,89,United-States,0
79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,89,United-States,1
90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,76,United-States,0
90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,76,United-States,1
82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,80,Japan,0
82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,80,Japan,1
79,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,2286,77,England,0
79,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,2286,77,England,1
79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,2500,3375,76,Portugal,0
79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,2500,3375,76,Portugal,1
