age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
90,Private,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Female,2500,2286,95,Portugal,0
90,Private,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Male,2500,2286,95,Portugal,1
90,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,2504,89,France,0
90,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,2504,89,France,1
79,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,2504,95,France,0
79,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,2504,95,France,1
80,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,2722,89,Laos,0
80,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,2722,89,Laos,1
90,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,2500,108,89,Portugal,0
90,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,2500,108,89,Portugal,1
79,Self-emp-not-inc,Some-college,9,Widowed,Craft-repair,Wife,White,Female,2500,326,90,France,0
79,Self-emp-not-inc,Some-college,9,Widowed,Craft-repair,Wife,White,Male,2500,326,90,France,1
90,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,2504,95,England,0
90,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,2504,95,England,1
90,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,2504,89,England,0
90,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,2504,89,England,1
80,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,2722,95,Canada,0
80,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,2722,95,Canada,1
80,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,2722,89,Canada,0
80,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,2722,89,Canada,1
90,Self-emp-not-inc,Some-college,9,Widowed,Craft-repair,Wife,White,Female,2500,326,90,England,0
90,Self-emp-not-inc,Some-college,9,Widowed,Craft-repair,Wife,White,Male,2500,326,90,England,1
80,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,544,91,Canada,0
80,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,544,91,Canada,1
90,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,2504,83,France,0
90,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,2504,83,France,1
91,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,2722,77,Laos,0
91,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,2722,77,Laos,1
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,2286,76,Portugal,0
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,2286,76,Portugal,1
80,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,2722,83,Laos,0
80,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,2722,83,Laos,1
81,Self-emp-inc,Prof-school,9,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2940,77,Taiwan,0
81,Self-emp-inc,Prof-school,9,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2940,77,Taiwan,1
91,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,544,78,Laos,0
91,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,544,78,Laos,1
80,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,544,78,Laos,0
80,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,544,78,Laos,1
90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,2286,76,United-States,0
90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,2286,76,United-States,1
91,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,2722,83,Canada,0
91,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,2722,83,Canada,1
92,Self-emp-inc,Prof-school,9,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2940,77,Outlying-US(Guam-USVI-etc),0
92,Self-emp-inc,Prof-school,9,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2940,77,Outlying-US(Guam-USVI-etc),1
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,2286,83,United-States,0
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,2286,83,United-States,1
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,2286,76,United-States,0
79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,2286,76,United-States,1
81,Self-emp-inc,Prof-school,9,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2940,84,Outlying-US(Guam-USVI-etc),0
81,Self-emp-inc,Prof-school,9,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2940,84,Outlying-US(Guam-USVI-etc),1
81,Self-emp-inc,Prof-school,9,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2940,77,Outlying-US(Guam-USVI-etc),0
81,Self-emp-inc,Prof-school,9,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2940,77,Outlying-US(Guam-USVI-etc),1
91,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,544,78,Canada,0
91,Self-emp-not-inc,HS-grad,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,544,78,Canada,1
81,Self-emp-inc,Prof-school,11,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,762,79,Outlying-US(Guam-USVI-etc),0
81,Self-emp-inc,Prof-school,11,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,762,79,Outlying-US(Guam-USVI-etc),1
92,Self-emp-inc,Prof-school,3,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2940,92,Taiwan,0
92,Self-emp-inc,Prof-school,3,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2940,92,Taiwan,1
79,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,89,Portugal,0
79,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,89,Portugal,1
81,Self-emp-inc,Prof-school,3,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2940,92,Taiwan,0
81,Self-emp-inc,Prof-school,3,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2940,92,Taiwan,1
90,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Female,7500,108,89,Portugal,0
90,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Male,7500,108,89,Portugal,1
91,Self-emp-not-inc,HS-grad,1,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,7500,544,95,Laos,0
91,Self-emp-not-inc,HS-grad,1,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,7500,544,95,Laos,1
91,Self-emp-not-inc,HS-grad,1,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,7500,544,89,Laos,0
91,Self-emp-not-inc,HS-grad,1,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,7500,544,89,Laos,1
96,Local-gov,Masters,5,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Female,2500,1415,96,Thailand,0
96,Local-gov,Masters,5,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,2500,1415,96,Thailand,1
79,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Female,7500,108,95,Portugal,0
79,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Male,7500,108,95,Portugal,1
79,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Female,7500,108,89,Portugal,0
79,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Male,7500,108,89,Portugal,1
81,Self-emp-inc,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,7500,762,96,Taiwan,0
81,Self-emp-inc,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,7500,762,96,Taiwan,1
81,Self-emp-inc,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,7500,762,90,Taiwan,0
81,Self-emp-inc,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,7500,762,90,Taiwan,1
85,Local-gov,Masters,5,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Female,2500,1415,96,Thailand,0
85,Local-gov,Masters,5,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,2500,1415,96,Thailand,1
92,Self-emp-inc,Prof-school,3,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2940,92,Outlying-US(Guam-USVI-etc),0
92,Self-emp-inc,Prof-school,3,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2940,92,Outlying-US(Guam-USVI-etc),1
79,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,95,United-States,0
79,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,95,United-States,1
79,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,89,United-States,0
79,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,89,United-States,1
82,Self-emp-inc,Assoc-voc,3,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,3158,93,Japan,0
82,Self-emp-inc,Assoc-voc,3,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,3158,93,Japan,1
90,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Female,7500,108,95,United-States,0
90,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Male,7500,108,95,United-States,1
90,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Female,7500,108,89,United-States,0
90,Private,Bachelors,5,Married-AF-spouse,Tech-support,Wife,White,Male,7500,108,89,United-States,1
92,Self-emp-inc,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,7500,762,96,Outlying-US(Guam-USVI-etc),0
92,Self-emp-inc,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,7500,762,96,Outlying-US(Guam-USVI-etc),1
92,Self-emp-inc,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,7500,762,90,Outlying-US(Guam-USVI-etc),0
92,Self-emp-inc,Prof-school,1,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,7500,762,90,Outlying-US(Guam-USVI-etc),1
96,Local-gov,Masters,5,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Female,2500,1415,96,Honduras,0
96,Local-gov,Masters,5,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,2500,1415,96,Honduras,1
79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,7500,108,89,United-States,0
79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,7500,108,89,United-States,1
86,State-gov,10th,6,Married-AF-spouse,Transport-moving,Other-relative,Other,Female,2500,1633,97,Italy,0
86,State-gov,10th,6,Married-AF-spouse,Transport-moving,Other-relative,Other,Male,2500,1633,97,Italy,1
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,76,Portugal,0
90,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,76,Portugal,1
93,Self-emp-inc,Assoc-voc,3,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,3158,80,Columbia,0
93,Self-emp-inc,Assoc-voc,3,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,3158,80,Columbia,1
79,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,83,Portugal,0
79,Private,Bachelors,1,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,83,Portugal,1
79,Self-emp-not-inc,Some-college,1,Married-AF-spouse,Craft-repair,Wife,White,Female,7500,2504,76,France,0
79,Self-emp-not-inc,Some-college,1,Married-AF-spouse,Craft-repair,Wife,White,Male,7500,2504,76,France,1
84,Federal-gov,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,2500,3375,82,Guatemala,0
84,Federal-gov,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,2500,3375,82,Guatemala,1
90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,7500,108,76,Portugal,0
90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,7500,108,76,Portugal,1
