age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
33,Self-emp-not-inc,12th,1,Widowed,Adm-clerical,Not-in-family,Other,Female,62500,980,3,Scotland,1
33,Self-emp-not-inc,12th,1,Widowed,Adm-clerical,Not-in-family,Other,Male,62500,980,3,Scotland,1
34,Self-emp-inc,1st-4th,2,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Female,62500,1851,5,Peru,1
34,Self-emp-inc,1st-4th,2,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Male,62500,1851,5,Peru,1
34,Self-emp-not-inc,12th,1,Widowed,Adm-clerical,Not-in-family,Other,Female,52500,544,2,Nicaragua,0
34,Self-emp-not-inc,12th,1,Widowed,Adm-clerical,Not-in-family,Other,Male,52500,544,2,Nicaragua,0
39,Private,Bachelors,1,Widowed,Machine-op-inspct,Not-in-family,Other,Female,52500,108,1,Guatemala,1
39,Private,Bachelors,1,Widowed,Machine-op-inspct,Not-in-family,Other,Male,52500,108,1,Guatemala,1
34,Self-emp-inc,11th,1,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,52500,1415,4,Thailand,0
34,Self-emp-inc,11th,1,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,52500,1415,4,Thailand,0
34,Self-emp-not-inc,12th,1,Widowed,Craft-repair,Not-in-family,White,Female,52500,544,2,Nicaragua,1
34,Self-emp-not-inc,12th,1,Widowed,Craft-repair,Not-in-family,White,Male,52500,544,2,Nicaragua,1
36,Self-emp-inc,11th,1,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,52500,1415,4,Thailand,1
36,Self-emp-inc,11th,1,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Male,52500,1415,4,Thailand,1
29,Self-emp-inc,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,67500,1851,5,Peru,1
29,Self-emp-inc,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,67500,1851,5,Peru,1
24,Federal-gov,10th,2,Married-spouse-absent,Transport-moving,Other-relative,Black,Female,72500,2286,7,Peru,1
24,Federal-gov,10th,2,Married-spouse-absent,Transport-moving,Other-relative,Black,Male,72500,2286,7,Peru,1
30,State-gov,5th-6th,3,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,72500,3811,11,Holand-Netherlands,1
30,State-gov,5th-6th,3,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,72500,3811,11,Holand-Netherlands,1
19,State-gov,5th-6th,3,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,72500,3811,11,Hong,0
19,State-gov,5th-6th,3,Married-AF-spouse,Protective-serv,Other-relative,Black,Male,72500,3811,11,Hong,0
19,State-gov,5th-6th,3,Married-AF-spouse,Prof-specialty,Other-relative,Black,Female,72500,3811,11,Hong,1
19,State-gov,5th-6th,3,Married-AF-spouse,Prof-specialty,Other-relative,Black,Male,72500,3811,11,Hong,1
25,Self-emp-inc,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,62500,1851,5,Yugoslavia,1
25,Self-emp-inc,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,62500,1851,5,Yugoslavia,1
24,Local-gov,Prof-school,2,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,62500,2504,8,El-Salvador,0
24,Local-gov,Prof-school,2,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,62500,2504,8,El-Salvador,0
27,Local-gov,10th,2,Married-spouse-absent,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,62500,2504,8,El-Salvador,1
27,Local-gov,10th,2,Married-spouse-absent,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,62500,2504,8,El-Salvador,1
29,State-gov,Assoc-voc,3,Married-AF-spouse,Prof-specialty,Other-relative,Other,Female,62500,3375,10,Peru,0
29,State-gov,Assoc-voc,3,Married-AF-spouse,Prof-specialty,Other-relative,Other,Male,62500,3375,10,Peru,0
25,State-gov,5th-6th,3,Never-married,Prof-specialty,Unmarried,Other,Female,62500,3375,10,Peru,1
25,State-gov,5th-6th,3,Never-married,Prof-specialty,Unmarried,Other,Male,62500,3375,10,Peru,1
22,Private,7th-8th,1,Widowed,Machine-op-inspct,Not-in-family,Other,Female,52500,108,14,Guatemala,1
