age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
68,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,3375,1,United-States,0
68,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,3375,1,United-States,1
56,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,3375,1,China,0
56,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,3375,1,China,1
56,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,3375,1,United-States,0
56,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,3375,1,United-States,1
56,Without-pay,Bachelors,3,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,92500,2286,1,United-States,0
56,Without-pay,Bachelors,3,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,92500,2286,1,United-States,1
68,Without-pay,Bachelors,3,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,2286,1,United-States,0
68,Without-pay,Bachelors,3,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,2286,1,United-States,1
56,Without-pay,Bachelors,3,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,2286,1,China,0
56,Without-pay,Bachelors,3,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,2286,1,China,1
56,Without-pay,Bachelors,3,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,2286,1,United-States,0
56,Without-pay,Bachelors,3,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,2286,1,United-States,1
79,Without-pay,Bachelors,1,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,92500,2286,1,Portugal,0
79,Without-pay,Bachelors,1,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,92500,2286,1,Portugal,1
90,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,2286,1,Portugal,0
90,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,2286,1,Portugal,1
79,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,2286,1,Guatemala,0
79,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,2286,1,Guatemala,1
79,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,2286,1,Portugal,0
79,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,2286,1,Portugal,1
79,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Female,92500,2940,1,United-States,0
79,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Unmarried,White,Male,92500,2940,1,United-States,1
79,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,2286,1,United-States,0
79,Without-pay,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,2286,1,United-States,1
