age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,4029,65,Vietnam,0
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,4029,65,Vietnam,1
97,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,3811,67,Japan,0
97,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,3811,67,Japan,1
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,4029,65,Greece,0
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,4029,65,Greece,1
87,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,4029,68,Greece,0
87,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,4029,68,Greece,1
85,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Female,97500,3593,65,India,0
85,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,97500,3593,65,India,1
71,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Other,Female,92500,3158,65,Canada,0
71,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Other,Male,92500,3158,65,Canada,1
75,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,3811,65,Japan,0
75,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,3811,65,Japan,1
64,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Other,Female,97500,3811,67,Japan,0
64,State-gov,10th,14,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,97500,3811,67,Japan,1
98,State-gov,Assoc-voc,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,4029,62,Hong,0
98,State-gov,Assoc-voc,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,4029,62,Hong,1
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,4029,62,Columbia,0
98,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,4029,62,Columbia,1
81,Self-emp-inc,Prof-school,11,Married-civ-spouse,Farming-fishing,Own-child,Other,Female,92500,2940,59,Ireland,0
81,Self-emp-inc,Prof-school,11,Married-civ-spouse,Farming-fishing,Own-child,Other,Male,92500,2940,59,Ireland,1
96,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Female,97500,3593,59,Taiwan,0
96,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,97500,3593,59,Taiwan,1
93,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,92500,3158,53,Peru,0
93,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,92500,3158,53,Peru,1
95,Federal-gov,7th-8th,12,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,97500,3375,56,Scotland,0
95,Federal-gov,7th-8th,12,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,97500,3375,56,Scotland,1
84,Local-gov,12th,13,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,97500,3375,56,Peru,0
84,Local-gov,12th,13,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,97500,3375,56,Peru,1
79,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,92500,2504,51,Guatemala,0
79,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,92500,2504,51,Guatemala,1
95,Federal-gov,7th-8th,12,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,97500,1197,52,El-Salvador,0
95,Federal-gov,7th-8th,12,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,97500,1197,52,El-Salvador,1
87,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,97500,1851,56,Yugoslavia,0
87,State-gov,Doctorate,15,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,97500,1851,56,Yugoslavia,1
95,Federal-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,97500,3375,52,Peru,0
95,Federal-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,97500,3375,52,Peru,1
96,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Other,Female,97500,3593,56,Thailand,0
96,Local-gov,Masters,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Other,Male,97500,3593,56,Thailand,1
84,Local-gov,12th,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,97500,3375,54,El-Salvador,0
84,Local-gov,12th,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,97500,3375,54,El-Salvador,1
98,State-gov,Doctorate,15,Divorced,Protective-serv,Other-relative,Black,Female,97500,4029,53,Columbia,0
98,State-gov,Doctorate,15,Divorced,Protective-serv,Other-relative,Black,Male,97500,4029,53,Columbia,1
97,State-gov,10th,14,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,97500,3811,55,Haiti,0
97,State-gov,10th,14,Married-civ-spouse,Prof-specialty,Other-relative,Other,Male,97500,3811,55,Haiti,1
84,Federal-gov,7th-8th,12,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,97500,3375,54,Ecuador,0
84,Federal-gov,7th-8th,12,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,97500,3375,54,Ecuador,1
