job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,30,353,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,30,353,1,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,26,352,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,26,352,0,failure,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,344,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,344,0,failure,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,26,344,0,failure,0,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,26,344,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,30,346,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,30,346,2,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,26,345,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,26,345,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,352,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,352,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,344,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,344,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,30,338,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,30,338,1,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4891,30,331,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4891,30,331,2,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,26,330,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,26,330,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,30,329,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,30,329,0,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,29,336,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,29,336,3,nonexistent,1,0
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4767,30,337,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4767,30,337,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,337,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,337,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4767,30,329,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4767,30,329,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4774,30,329,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4774,30,329,0,failure,1,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4813,27,333,4,nonexistent,0,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4813,27,333,4,nonexistent,1,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4906,28,318,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4906,28,318,2,nonexistent,1,0
admin.,divorced,basic.4y,no,no,no,cellular,oct,mon,-3,4767,30,321,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,oct,mon,-3,4767,30,321,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,30,321,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,30,321,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4719,27,314,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4719,27,314,1,failure,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,321,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,321,0,failure,1,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,27,325,4,nonexistent,0,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,27,325,4,nonexistent,1,0
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,323,2,nonexistent,0,0
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,323,2,nonexistent,1,1
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4984,28,327,6,success,0,1
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4984,28,327,6,success,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,30,313,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,30,313,0,failure,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,jun,(null),0,4968,28,318,5,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,jun,(null),0,4968,28,318,5,success,1,0
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,315,2,nonexistent,0,0
