job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,39,299,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,39,299,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,39,282,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,39,282,0,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,39,299,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,39,299,0,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,39,302,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,39,302,2,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,39,284,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,39,284,1,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4774,39,283,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4774,39,283,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,39,253,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,39,253,0,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,40,265,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,40,265,3,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,39,253,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,39,253,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,33,330,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,33,330,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4868,36,323,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4868,36,323,2,nonexistent,1,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4891,37,317,4,nonexistent,0,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4891,37,317,4,nonexistent,1,1
services,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,33,322,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4938,33,322,1,failure,1,0
student,married,high.school,unknown,unknown,unknown,telephone,aug,thu,-1,4961,34,316,3,nonexistent,0,1
student,married,high.school,unknown,unknown,unknown,telephone,aug,thu,-1,4961,34,316,3,nonexistent,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,33,321,0,failure,0,1
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,33,321,0,failure,1,0
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4868,33,315,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4868,33,315,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,oct,tue,-3,4860,33,322,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,oct,tue,-3,4860,33,322,1,failure,1,0
entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,-2,4875,33,323,2,nonexistent,0,1
entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,-2,4875,33,323,2,nonexistent,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4930,36,329,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4930,36,329,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4938,36,331,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4938,36,331,1,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4930,33,330,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4930,33,330,0,failure,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,337,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,337,0,failure,1,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4961,34,336,3,nonexistent,0,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4961,34,336,3,nonexistent,1,0
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4875,33,334,2,nonexistent,0,1
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4875,33,334,2,nonexistent,1,0
student,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4969,37,325,4,nonexistent,0,0
student,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4969,37,325,4,nonexistent,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4845,36,321,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4845,36,321,0,failure,1,1
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4883,37,316,3,nonexistent,0,0
