job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,26,219,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,26,219,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,212,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,212,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,204,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,204,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,26,213,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,26,213,1,failure,1,0
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,214,2,nonexistent,0,1
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,214,2,nonexistent,1,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4937,29,208,4,nonexistent,0,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4937,29,208,4,nonexistent,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,208,0,failure,0,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,208,0,failure,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,204,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,204,0,failure,1,0
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,30,204,0,failure,0,1
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,30,204,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4790,30,206,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4790,30,206,2,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4719,30,206,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4719,30,206,2,nonexistent,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,196,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,33,196,0,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,188,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,188,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,33,196,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,33,196,0,failure,1,1
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,196,0,failure,0,0
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,33,196,0,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,33,198,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,33,198,2,nonexistent,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,33,188,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,33,188,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,33,188,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,33,188,0,failure,1,1
student,married,professional.course,unknown,unknown,unknown,telephone,oct,thu,-1,4961,27,199,3,nonexistent,0,1
student,married,professional.course,unknown,unknown,unknown,telephone,oct,thu,-1,4961,27,199,3,nonexistent,1,0
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4898,31,198,4,nonexistent,0,0
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4898,31,198,4,nonexistent,1,1
technician,single,university.degree,unknown,unknown,unknown,telephone,may,(null),0,4984,28,201,5,success,0,1
technician,single,university.degree,unknown,unknown,unknown,telephone,may,(null),0,4984,28,201,5,success,1,0
technician,single,basic.9y,unknown,unknown,unknown,telephone,may,(null),0,4906,28,201,5,success,0,1
technician,single,basic.9y,unknown,unknown,unknown,telephone,may,(null),0,4906,28,201,5,success,1,0
technician,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4953,31,192,4,nonexistent,0,0
technician,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4953,31,192,4,nonexistent,1,1
