age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,92500,3375,1,Guatemala,1
90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,92500,3375,1,Guatemala,0
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,92500,2286,1,Guatemala,1
79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,92500,2286,1,Guatemala,0
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,92500,326,2,Nicaragua,1
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Male,92500,326,2,Nicaragua,0
79,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,92500,326,2,Nicaragua,1
79,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Male,92500,326,2,Nicaragua,0
90,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Female,87500,2504,1,Nicaragua,1
90,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Male,87500,2504,1,Nicaragua,0
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,77500,2504,2,Nicaragua,1
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Male,77500,2504,2,Nicaragua,0
79,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Female,87500,2504,2,Nicaragua,1
79,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Male,87500,2504,2,Nicaragua,0
79,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,77500,2504,2,Nicaragua,1
79,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Male,77500,2504,2,Nicaragua,0
90,Self-emp-not-inc,Some-college,1,Divorced,Craft-repair,Wife,White,Female,87500,326,2,Nicaragua,1
