job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4962,45,352,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4962,45,352,0,failure,1,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4930,40,344,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4930,40,344,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,45,344,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,45,344,0,failure,1,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4969,45,340,4,nonexistent,0,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4969,45,340,4,nonexistent,1,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4984,45,333,4,nonexistent,0,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4984,45,333,4,nonexistent,1,0
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4942,44,332,3,nonexistent,0,1
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4942,44,332,3,nonexistent,1,0
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4923,26,329,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4923,26,329,0,failure,1,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4887,45,337,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4887,45,337,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,43,339,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,43,339,2,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4856,46,338,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4856,46,338,2,nonexistent,1,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4898,46,333,4,nonexistent,0,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4898,46,333,4,nonexistent,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,26,329,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,26,329,0,failure,1,0
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4973,46,323,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4973,46,323,2,nonexistent,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4930,45,322,1,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4930,45,322,1,failure,1,0
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4946,42,315,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4946,42,315,2,nonexistent,1,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4957,49,319,6,success,0,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4957,49,319,6,success,1,0
services,married,basic.9y,no,no,no,cellular,may,wed,-2,4946,34,315,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,may,wed,-2,4946,34,315,2,nonexistent,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,26,313,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,26,313,0,failure,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4848,40,313,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4848,40,313,0,failure,1,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,48,318,5,success,0,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,48,318,5,success,1,0
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4984,47,324,5,success,0,1
